*******************************************************************************
 Revised: July 31, 2013                  Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised Aug 15, 2018):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean temperature, K      = 270             Volume, km^3    = 1.08321 x 10^12
  Mean effect. IR temp, K  = 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Tue Apr 23 03:17:20 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Earth (399)                     {source: DE431mx}
Center body name: Sun (10)                        {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1919-Apr-22 00:00:00.0000 TDB
Stop  time      : A.D. 2019-Apr-22 00:00:00.0000 TDB
Step-size       : 10000 steps
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude positive}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : AU-D                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Coordinate systm: Body Mean Equator and Node of Date                           
*******************************************************************************
            JDTDB,            Calendar Date (TDB),        delta-T,                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2429609.260000000, A.D. 1939-Dec-11 18:14:24.0000,      24.407043,  4.167652759686554E-01,  8.920160608861447E-01, -8.294294907795322E-03, -1.576330320571293E-02,  7.218341042762615E-03, -2.200065563833760E-03,
2429612.912500000, A.D. 1939-Dec-15 09:54:00.0000,      24.410246,  3.583676171020274E-01,  9.165078932452050E-01, -1.630580830441426E-02, -1.620184597528811E-02,  6.187997958470536E-03, -2.185212986476888E-03,
2429616.565000000, A.D. 1939-Dec-19 01:33:36.0000,      24.413465,  2.984961404775441E-01,  9.371896055728844E-01, -2.424609284151119E-02, -1.657032162014009E-02,  5.133143466421681E-03, -2.161171444547239E-03,
2429620.217500000, A.D. 1939-Dec-22 17:13:12.0000,      24.416701,  2.374062128669338E-01,  9.539831262694936E-01, -3.208272918836942E-02, -1.686919144831385E-02,  4.059882738739979E-03, -2.128558836316004E-03,
2429623.870000000, A.D. 1939-Dec-26 08:52:48.0000,      24.419954,  1.753494132195200E-01,  9.668307827785235E-01, -3.978550563212773E-02, -1.710016506564890E-02,  2.973152195850029E-03, -2.087959887068952E-03,
2429627.522500000, A.D. 1939-Dec-30 00:32:24.0000,      24.423223,  1.125693479428758E-01,  9.756880615174810E-01, -4.732580643424582E-02, -1.726540359687805E-02,  1.874863538471390E-03, -2.039545643810576E-03,
2429631.175000000, A.D. 1940-Jan-02 16:12:00.0000,      24.427510,  4.930754869854254E-02,  9.805122046645475E-01, -5.467406243301166E-02, -1.736322778347530E-02,  7.648577098210325E-04, -1.982656714680316E-03,
2429634.827500000, A.D. 1940-Jan-06 07:51:36.0000,      24.430814, -1.418064675691325E-02,  9.812649849504991E-01, -6.179803822490987E-02, -1.738853051626772E-02, -3.535128813996072E-04, -1.916702378641380E-03,
2429638.480000000, A.D. 1940-Jan-09 23:31:12.0000,      24.434135, -7.762292333979841E-02,  9.779286069607377E-01, -6.866478365236921E-02, -1.733778604395930E-02, -1.472829387836537E-03, -1.841906821630839E-03,
2429642.132500000, A.D. 1940-Jan-13 15:10:48.0000,      24.437473, -1.407404417646024E-01,  9.705150840920430E-01, -7.524340174404029E-02, -1.721095897962655E-02, -2.584711781035699E-03, -1.759092554500673E-03,
2429645.785000000, A.D. 1940-Jan-17 06:50:24.0000,      24.440827, -2.032592584987548E-01,  9.590650263465901E-01, -8.150634645161663E-02, -1.701046652508873E-02, -3.682071963802018E-03, -1.669203928778768E-03,
2429649.437500000, A.D. 1940-Jan-20 22:30:00.0000,      24.444198, -2.649164451040120E-01,  9.436421481358218E-01, -8.742937763806657E-02, -1.673983140982335E-02, -4.759273617314264E-03, -1.573105574443235E-03,
2429653.090000000, A.D. 1940-Jan-24 14:09:36.0000,      24.447585, -3.254640317550436E-01,  9.243278804123108E-01, -9.299124223994161E-02, -1.640373188587220E-02, -5.812522677727938E-03, -1.471529327002575E-03,
2429656.742500000, A.D. 1940-Jan-28 05:49:12.0000,      24.450989, -3.846706991936558E-01,  9.012109764104614E-01, -9.817232074099705E-02, -1.600578132915852E-02, -6.841715256493256E-03, -1.364516764886714E-03,
2429660.395000000, A.D. 1940-Jan-31 21:28:48.0000,      24.454408, -4.423089245148665E-01,  8.743784533705762E-01, -1.029516413807450E-01, -1.554429192877758E-02, -7.846604266401042E-03, -1.251463592109427E-03,
2429664.047500000, A.D. 1940-Feb-04 13:08:24.0000,      24.457844, -4.981410446884511E-01,  8.439277587552130E-01, -1.073069778392452E-01, -1.501665568370385E-02, -8.821685097583130E-03, -1.132454011480733E-03,
2429667.700000000, A.D. 1940-Feb-08 04:48:00.0000,      24.461296, -5.519260840231404E-01,  8.099816185543719E-01, -1.112180108997092E-01, -1.442380570328518E-02, -9.759367048437545E-03, -1.008353343118756E-03,
2429671.352500000, A.D. 1940-Feb-11 20:27:36.0000,      24.464764, -6.034320595603936E-01,  7.726894117687920E-01, -1.146681585886896E-01, -1.376949734816854E-02, -1.065289537778021E-02, -8.802747242431310E-04,
2429675.005000000, A.D. 1940-Feb-15 12:07:12.0000,      24.468249, -6.524438404859401E-01,  7.322222503489089E-01, -1.176448839969053E-01, -1.305901191524679E-02, -1.149716782411668E-02, -7.492888718533046E-04,
2429678.657500000, A.D. 1940-Feb-19 03:46:48.0000,      24.471749, -6.987671211161838E-01,  6.887668358989121E-01, -1.201393177973391E-01, -1.229843824648287E-02, -1.228875794632221E-02, -6.163276117652770E-04,
2429682.310000000, A.D. 1940-Feb-22 19:26:24.0000,      24.475265, -7.422310407871011E-01,  6.425182011985425E-01, -1.221455336534226E-01, -1.149432795314797E-02, -1.302684733495424E-02, -4.819978755292621E-04,
2429685.962500000, A.D. 1940-Feb-26 11:06:00.0000,      24.478797, -7.826846120859458E-01,  5.936677827445692E-01, -1.236583464389804E-01, -1.065007309410261E-02, -1.371382421638400E-02, -3.460440522211456E-04,
2429689.615000000, A.D. 1940-Mar-01 02:45:36.0000,      24.482345, -8.199787828530748E-01,  5.424015964856337E-01, -1.246708880697450E-01, -9.764023944662210E-03, -1.434894829043353E-02, -2.080872133808930E-04,
2429693.267500000, A.D. 1940-Mar-04 18:25:12.0000,      24.485909, -8.539603509181568E-01,  4.889188499550302E-01, -1.251767889161164E-01, -8.836663988484168E-03, -1.492650502105886E-02, -6.879919120416279E-05,
2429696.920000000, A.D. 1940-Mar-08 10:04:48.0000,      24.489489, -8.844854383038773E-01,  4.334403206958680E-01, -1.251732261500938E-01, -7.872248708744806E-03, -1.544100055297511E-02,  7.068731731660441E-05,
2429700.572500000, A.D. 1940-Mar-12 01:44:24.0000,      24.493084, -9.114292427860246E-01,  3.762038855882163E-01, -1.246615460945055E-01, -6.876746314640272E-03, -1.588857663130390E-02,  2.092516584527945E-04,
2429704.225000000, A.D. 1940-Mar-15 17:24:00.0000,      24.496695, -9.346905520481562E-01,  3.174584076567937E-01, -1.236469784355772E-01, -5.857010619736719E-03, -1.626710916160555E-02,  3.459053542969619E-04,
2429707.877500000, A.D. 1940-Mar-19 09:03:36.0000,      24.500321, -9.541939955789294E-01,  2.574569301304828E-01, -1.221379554946999E-01, -4.820252623774586E-03, -1.657652183924629E-02,  4.799076664324236E-04,
2429711.530000000, A.D. 1940-Mar-23 00:43:12.0000,      24.503963, -9.698896272845217E-01,  1.964476702946351E-01, -1.201447581670440E-01, -3.772739937134657E-03, -1.681969444084467E-02,  6.110662106562603E-04,
